,country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source
697,America (total),,America,1021703563,deaths,20706.0,2020-41,41.7723902955597,644683.0,"Epidemic intelligence, national weekly data"
698,America (total),,America,1021703563,deaths,16903.0,2020-42,36.8100898949297,661586.0,"Epidemic intelligence, national weekly data"
699,America (total),,America,1021703563,deaths,17660.0,2020-43,33.8287946246499,679246.0,"Epidemic intelligence, national weekly data"
700,America (total),,America,1021703563,deaths,17442.0,2020-44,34.3563449039279,696688.0,"Epidemic intelligence, national weekly data"
701,America (total),,America,1021703563,deaths,17877.0,2020-45,34.5687352761047,714565.0,"Epidemic intelligence, national weekly data"
702,America (total),,America,1021703563,deaths,20945.0,2020-46,37.9973227126742,735510.0,"Epidemic intelligence, national weekly data"
703,America (total),,America,1021703563,deaths,22191.0,2020-47,42.2196824618493,757701.0,"Epidemic intelligence, national weekly data"
704,America (total),,America,1021703563,deaths,22919.0,2020-48,44.1517497184259,780620.0,"Epidemic intelligence, national weekly data"
705,America (total),,America,1021703563,deaths,28825.0,2020-49,50.6448268106901,809445.0,"Epidemic intelligence, national weekly data"
706,America (total),,America,1021703563,deaths,30548.0,2020-50,58.1117675910464,839993.0,"Epidemic intelligence, national weekly data"
707,America (total),,America,1021703563,deaths,35178.0,2020-51,64.3298138327037,875171.0,"Epidemic intelligence, national weekly data"
708,America (total),,America,1021703563,deaths,29081.0,2020-52,62.89397661619,904252.0,"Epidemic intelligence, national weekly data"
709,America (total),,America,1021703563,deaths,33077.0,2020-53,60.8376071602287,937329.0,"Epidemic intelligence, national weekly data"
710,America (total),,America,1021703563,deaths,45808.0,2021-01,77.2092834524059,983137.0,"Epidemic intelligence, national weekly data"
711,America (total),,America,1021703563,deaths,45567.0,2021-02,89.433964321019,1028704.0,"Epidemic intelligence, national weekly data"
712,America (total),,America,1021703563,deaths,50496.0,2021-03,94.0223793660197,1079200.0,"Epidemic intelligence, national weekly data"
713,America (total),,America,1021703563,deaths,49242.0,2021-04,97.6193130883698,1128442.0,"Epidemic intelligence, national weekly data"
714,America (total),,America,1021703563,deaths,45169.0,2021-05,92.4054720165442,1173611.0,"Epidemic intelligence, national weekly data"
715,America (total),,America,1021703563,deaths,48517.0,2021-06,91.6958728468289,1222128.0,"Epidemic intelligence, national weekly data"
716,America (total),,America,1021703563,deaths,33983.0,2021-07,80.7474917262278,1256111.0,"Epidemic intelligence, national weekly data"
717,America (total),,America,1021703563,deaths,38111.0,2021-08,70.562541436493,1294222.0,"Epidemic intelligence, national weekly data"
718,America (total),,America,1021703563,deaths,35719.0,2021-09,72.2616644139079,1329941.0,"Epidemic intelligence, national weekly data"
719,America (total),,America,1021703563,deaths,35480.0,2021-10,69.6865534959478,1365421.0,"Epidemic intelligence, national weekly data"
720,America (total),,America,1021703563,deaths,34392.0,2021-11,68.3877423259999,1399813.0,"Epidemic intelligence, national weekly data"
721,America (total),,America,1021703563,deaths,38989.0,2021-12,71.8222023074221,1438802.0,"Epidemic intelligence, national weekly data"
722,America (total),,America,1021703563,deaths,35967.0,2021-13,73.3637453312865,1474769.0,"Epidemic intelligence, national weekly data"
723,America (total),,America,1021703563,deaths,47678.0,2021-14,81.8681690356403,1522447.0,"Epidemic intelligence, national weekly data"
724,America (total),,America,1021703563,deaths,39730.0,2021-15,85.5512334158318,1562177.0,"Epidemic intelligence, national weekly data"
725,America (total),,America,1021703563,deaths,40413.0,2021-16,78.4405603565464,1602590.0,"Epidemic intelligence, national weekly data"
726,America (total),,America,1021703563,deaths,38169.0,2021-17,76.9127199373386,1640759.0,"Epidemic intelligence, national weekly data"
727,America (total),,America,1021703563,deaths,35595.0,2021-18,72.1970664205269,1676354.0,"Epidemic intelligence, national weekly data"
728,America (total),,America,1021703563,deaths,30798.0,2021-19,64.9826450688418,1707152.0,"Epidemic intelligence, national weekly data"
729,America (total),,America,1021703563,deaths,33552.0,2021-20,62.9830435464577,1740704.0,"Epidemic intelligence, national weekly data"
730,America (total),,America,1021703563,deaths,33576.0,2021-21,65.7020318133118,1774280.0,"Epidemic intelligence, national weekly data"
731,America (total),,America,1021703563,deaths,34600.0,2021-22,66.7277696476038,1808880.0,"Epidemic intelligence, national weekly data"
1652,Asia (total),,Asia,4099986551,cases,59.0,2020-01,,59.0,"Epidemic intelligence, national weekly data"
1653,Asia (total),,Asia,4099986551,cases,1.0,2020-02,0.001463419434519,60.0,"Epidemic intelligence, national weekly data"
1654,Asia (total),,Asia,4099986551,cases,179.0,2020-03,0.004390258303557,239.0,"Epidemic intelligence, national weekly data"
1655,Asia (total),,Asia,4099986551,cases,2568.0,2020-04,0.0670002197770624,2807.0,"Epidemic intelligence, national weekly data"
1656,Asia (total),,Asia,4099986551,cases,14514.0,2020-05,0.416635513007565,17321.0,"Epidemic intelligence, national weekly data"
1657,Asia (total),,Asia,4099986551,cases,23078.0,2020-06,0.916881056373982,40399.0,"Epidemic intelligence, national weekly data"
1658,Asia (total),,Asia,4099986551,cases,30493.0,2020-07,1.30661404211031,70892.0,"Epidemic intelligence, national weekly data"
1659,Asia (total),,Asia,4099986551,cases,7510.0,2020-08,0.926905479500438,78402.0,"Epidemic intelligence, national weekly data"
1660,Asia (total),,Asia,4099986551,cases,7588.0,2020-09,0.368245110372802,85990.0,"Epidemic intelligence, national weekly data"
1661,Asia (total),,Asia,4300030343,cases,10112.0,2020-10,0.411625002340129,96102.0,"Epidemic intelligence, national weekly data"
1662,Asia (total),,Asia,4368018288,cases,10791.0,2020-11,0.478546531213607,106893.0,"Epidemic intelligence, national weekly data"
1663,Asia (total),,Asia,4397411482,cases,15079.0,2020-12,0.588300642455092,121972.0,"Epidemic intelligence, national weekly data"
1664,Asia (total),,Asia,4459096832,cases,30575.0,2020-13,1.02383961865038,152547.0,"Epidemic intelligence, national weekly data"
1665,Asia (total),,Asia,4459096832,cases,42717.0,2020-14,1.64365123165821,195264.0,"Epidemic intelligence, national weekly data"
1666,Asia (total),,Asia,4488922800,cases,43542.0,2020-15,1.92159686952068,238806.0,"Epidemic intelligence, national weekly data"
1667,Asia (total),,Asia,4488922800,cases,54027.0,2020-16,2.17355041169342,292833.0,"Epidemic intelligence, national weekly data"
1668,Asia (total),,Asia,4488922800,cases,64707.0,2020-17,2.64504437456577,357540.0,"Epidemic intelligence, national weekly data"
1669,Asia (total),,Asia,4498460442,cases,69959.0,2020-18,2.99360196085503,427499.0,"Epidemic intelligence, national weekly data"
1670,Asia (total),,Asia,4498460442,cases,96129.0,2020-19,3.69210760306604,523628.0,"Epidemic intelligence, national weekly data"
1671,Asia (total),,Asia,4498460442,cases,118930.0,2020-20,4.78072448947413,642558.0,"Epidemic intelligence, national weekly data"
1672,Asia (total),,Asia,4498460442,cases,150934.0,2020-21,5.9990301899825,793492.0,"Epidemic intelligence, national weekly data"
1673,Asia (total),,Asia,4498460442,cases,166458.0,2020-22,7.055569435193,959950.0,"Epidemic intelligence, national weekly data"
1674,Asia (total),,Asia,4498460442,cases,213084.0,2020-23,8.43715321927466,1173034.0,"Epidemic intelligence, national weekly data"
1675,Asia (total),,Asia,4498460442,cases,243252.0,2020-24,10.1442705984342,1416286.0,"Epidemic intelligence, national weekly data"
1676,Asia (total),,Asia,4498460442,cases,265844.0,2020-25,11.317116301542,1682130.0,"Epidemic intelligence, national weekly data"
1677,Asia (total),,Asia,4498460442,cases,293051.0,2020-26,12.4241394851861,1975181.0,"Epidemic intelligence, national weekly data"
1678,Asia (total),,Asia,4498460442,cases,350269.0,2020-27,14.3008926786068,2325450.0,"Epidemic intelligence, national weekly data"
1679,Asia (total),,Asia,4498460442,cases,368154.0,2020-28,15.970419419329,2693604.0,"Epidemic intelligence, national weekly data"
1680,Asia (total),,Asia,4498460442,cases,425608.0,2020-29,17.64519239936,3119212.0,"Epidemic intelligence, national weekly data"
1681,Asia (total),,Asia,4498460442,cases,491525.0,2020-30,20.3877084577017,3610737.0,"Epidemic intelligence, national weekly data"
1682,Asia (total),,Asia,4498460442,cases,544936.0,2020-31,23.0403493231385,4155673.0,"Epidemic intelligence, national weekly data"
1683,Asia (total),,Asia,4498460442,cases,588521.0,2020-32,25.1965536790642,4744194.0,"Epidemic intelligence, national weekly data"
1684,Asia (total),,Asia,4498460442,cases,612707.0,2020-33,26.7030913239717,5356901.0,"Epidemic intelligence, national weekly data"
1685,Asia (total),,Asia,4498460442,cases,632575.0,2020-34,27.6824041481701,5989476.0,"Epidemic intelligence, national weekly data"
1686,Asia (total),,Asia,4498460442,cases,686756.0,2020-35,29.3285006506233,6676232.0,"Epidemic intelligence, national weekly data"
1687,Asia (total),,Asia,4498460442,cases,754516.0,2020-36,32.0392280555259,7430748.0,"Epidemic intelligence, national weekly data"
1688,Asia (total),,Asia,4498460442,cases,835343.0,2020-37,35.3422914461187,8266091.0,"Epidemic intelligence, national weekly data"
1689,Asia (total),,Asia,4498460442,cases,851577.0,2020-38,37.4999407408371,9117668.0,"Epidemic intelligence, national weekly data"
1690,Asia (total),,Asia,4498460442,cases,812699.0,2020-39,36.9965685251212,9930367.0,"Epidemic intelligence, national weekly data"
1691,Asia (total),,Asia,4498460442,cases,776626.0,2020-40,35.3304207181911,10706993.0,"Epidemic intelligence, national weekly data"
1692,Asia (total),,Asia,4498460442,cases,723551.0,2020-41,33.3486760491113,11430544.0,"Epidemic intelligence, national weekly data"
1693,Asia (total),,Asia,4498460442,cases,659287.0,2020-42,30.7402503107306,12089831.0,"Epidemic intelligence, national weekly data"
1694,Asia (total),,Asia,4498460442,cases,596327.0,2020-43,27.9120827267241,12686158.0,"Epidemic intelligence, national weekly data"
1695,Asia (total),,Asia,4498460442,cases,562378.0,2020-44,25.7578123657978,13248536.0,"Epidemic intelligence, national weekly data"
1696,Asia (total),,Asia,4498460442,cases,602872.0,2020-45,25.9033065873073,13851408.0,"Epidemic intelligence, national weekly data"
1697,Asia (total),,Asia,4498460442,cases,591328.0,2020-46,26.5468600957412,14442736.0,"Epidemic intelligence, national weekly data"
1698,Asia (total),,Asia,4498460442,cases,621667.0,2020-47,26.9646697051026,15064403.0,"Epidemic intelligence, national weekly data"
1699,Asia (total),,Asia,4498460442,cases,629773.0,2020-48,27.8192954264062,15694176.0,"Epidemic intelligence, national weekly data"
1700,Asia (total),,Asia,4498460442,cases,580305.0,2020-49,26.8998252980525,16274481.0,"Epidemic intelligence, national weekly data"
1701,Asia (total),,Asia,4498460442,cases,507725.0,2020-50,24.1867193015988,16782206.0,"Epidemic intelligence, national weekly data"
1702,Asia (total),,Asia,4498460442,cases,456340.0,2020-51,21.4309987256747,17238546.0,"Epidemic intelligence, national weekly data"
1703,Asia (total),,Asia,4498460442,cases,434466.0,2020-52,19.8024637870096,17673012.0,"Epidemic intelligence, national weekly data"
1704,Asia (total),,Asia,4498460442,cases,426554.0,2020-53,19.140326142719,18099566.0,"Epidemic intelligence, national weekly data"
1705,Asia (total),,Asia,4498460442,cases,479462.0,2021-01,20.1405794644976,18579028.0,"Epidemic intelligence, national weekly data"
1706,Asia (total),,Asia,4498460442,cases,497268.0,2021-02,21.7125394919723,19076296.0,"Epidemic intelligence, national weekly data"
1707,Asia (total),,Asia,4498460442,cases,460650.0,2021-03,21.294351975542,19536946.0,"Epidemic intelligence, national weekly data"
1708,Asia (total),,Asia,4498460442,cases,467221.0,2021-04,20.6264123462531,20004167.0,"Epidemic intelligence, national weekly data"
1709,Asia (total),,Asia,4498460442,cases,433513.0,2021-05,20.0231615152214,20437680.0,"Epidemic intelligence, national weekly data"
1710,Asia (total),,Asia,4498460442,cases,388397.0,2021-06,18.2709175860749,20826077.0,"Epidemic intelligence, national weekly data"
1711,Asia (total),,Asia,4498460442,cases,407827.0,2021-07,17.6999222348614,21233904.0,"Epidemic intelligence, national weekly data"
1712,Asia (total),,Asia,4498460442,cases,443949.0,2021-08,18.9348336165718,21677853.0,"Epidemic intelligence, national weekly data"
1713,Asia (total),,Asia,4498460442,cases,451723.0,2021-09,19.9106341280126,22129576.0,"Epidemic intelligence, national weekly data"
1714,Asia (total),,Asia,4498460442,cases,512027.0,2021-10,21.4239963299871,22641603.0,"Epidemic intelligence, national weekly data"
1715,Asia (total),,Asia,4498460442,cases,657242.0,2021-11,25.9926482643504,23298845.0,"Epidemic intelligence, national weekly data"
1716,Asia (total),,Asia,4498460442,cases,773618.0,2021-12,31.8077710907656,24072463.0,"Epidemic intelligence, national weekly data"
1717,Asia (total),,Asia,4498460442,cases,1033550.0,2021-13,40.1730330476473,25106013.0,"Epidemic intelligence, national weekly data"
1718,Asia (total),,Asia,4498460442,cases,1519415.0,2021-14,56.7519717671444,26625428.0,"Epidemic intelligence, national weekly data"
1719,Asia (total),,Asia,4498460442,cases,2156801.0,2021-15,81.7216478259297,28782229.0,"Epidemic intelligence, national weekly data"
1720,Asia (total),,Asia,4498460442,cases,2658762.0,2021-16,107.049135189439,31440991.0,"Epidemic intelligence, national weekly data"
1721,Asia (total),,Asia,4498460442,cases,3344360.0,2021-17,133.448367000223,34785351.0,"Epidemic intelligence, national weekly data"
1722,Asia (total),,Asia,4498460442,cases,3277557.0,2021-18,147.204073157436,38062908.0,"Epidemic intelligence, national weekly data"
1723,Asia (total),,Asia,4498460442,cases,2796922.0,2021-19,135.034620806831,40859830.0,"Epidemic intelligence, national weekly data"
1724,Asia (total),,Asia,4498460442,cases,2291565.0,2021-20,113.116188651815,43151395.0,"Epidemic intelligence, national weekly data"
1725,Asia (total),,Asia,4498460442,cases,1795659.0,2021-21,90.8582847998289,44947054.0,"Epidemic intelligence, national weekly data"
1726,Asia (total),,Asia,4498460442,cases,1325323.0,2021-22,69.3788917395131,46272377.0,"Epidemic intelligence, national weekly data"
1727,Asia (total),,Asia,4099986551,deaths,0.0,2020-01,,0.0,"Epidemic intelligence, national weekly data"
1728,Asia (total),,Asia,4099986551,deaths,1.0,2020-02,0.0002439032390865,1.0,"Epidemic intelligence, national weekly data"
1729,Asia (total),,Asia,4099986551,deaths,2.0,2020-03,0.0007317097172595,3.0,"Epidemic intelligence, national weekly data"
1730,Asia (total),,Asia,4099986551,deaths,78.0,2020-04,0.0195122591269202,81.0,"Epidemic intelligence, national weekly data"
1731,Asia (total),,Asia,4099986551,deaths,281.0,2020-05,0.0875612628320546,362.0,"Epidemic intelligence, national weekly data"
1732,Asia (total),,Asia,4099986551,deaths,548.0,2020-06,0.202195785202711,910.0,"Epidemic intelligence, national weekly data"
1733,Asia (total),,Asia,4099986551,deaths,864.0,2020-07,0.344391373590142,1774.0,"Epidemic intelligence, national weekly data"
1734,Asia (total),,Asia,4099986551,deaths,839.0,2020-08,0.415367216164315,2613.0,"Epidemic intelligence, national weekly data"
1735,Asia (total),,Asia,4099986551,deaths,386.0,2020-09,0.298781467880966,2999.0,"Epidemic intelligence, national weekly data"
1736,Asia (total),,Asia,4300030343,deaths,384.0,2020-10,0.179068503842881,3383.0,"Epidemic intelligence, national weekly data"
1737,Asia (total),,Asia,4368018288,deaths,689.0,2020-11,0.245649154663063,4072.0,"Epidemic intelligence, national weekly data"
1738,Asia (total),,Asia,4397411482,deaths,1173.0,2020-12,0.423430922400998,5245.0,"Epidemic intelligence, national weekly data"
1739,Asia (total),,Asia,4459096832,deaths,1288.0,2020-13,0.55190548506124,6533.0,"Epidemic intelligence, national weekly data"
1740,Asia (total),,Asia,4459096832,deaths,1496.0,2020-14,0.624341678346401,8029.0,"Epidemic intelligence, national weekly data"
1741,Asia (total),,Asia,4488922800,deaths,1702.0,2020-15,0.712420360626385,9731.0,"Epidemic intelligence, national weekly data"
1742,Asia (total),,Asia,4488922800,deaths,2915.0,2020-16,1.02853183396248,12646.0,"Epidemic intelligence, national weekly data"
1743,Asia (total),,Asia,4488922800,deaths,1700.0,2020-17,1.02808629277385,14346.0,"Epidemic intelligence, national weekly data"
1744,Asia (total),,Asia,4498460442,deaths,1804.0,2020-18,0.778933158394549,16150.0,"Epidemic intelligence, national weekly data"
1745,Asia (total),,Asia,4498460442,deaths,2151.0,2020-19,0.879189680779236,18301.0,"Epidemic intelligence, national weekly data"
1746,Asia (total),,Asia,4498460442,deaths,2207.0,2020-20,0.968775885925641,20508.0,"Epidemic intelligence, national weekly data"
1747,Asia (total),,Asia,4498460442,deaths,2494.0,2020-21,1.04502419452419,23002.0,"Epidemic intelligence, national weekly data"
1748,Asia (total),,Asia,4498460442,deaths,3060.0,2020-22,1.23464462377949,26062.0,"Epidemic intelligence, national weekly data"
1749,Asia (total),,Asia,4498460442,deaths,3951.0,2020-23,1.55853321161649,30013.0,"Epidemic intelligence, national weekly data"
1750,Asia (total),,Asia,4498460442,deaths,5110.0,2020-24,2.01424467700143,35123.0,"Epidemic intelligence, national weekly data"
1751,Asia (total),,Asia,4498460442,deaths,7736.0,2020-25,2.85564365089509,42859.0,"Epidemic intelligence, national weekly data"
1752,Asia (total),,Asia,4498460442,deaths,6221.0,2020-26,3.10261703530614,49080.0,"Epidemic intelligence, national weekly data"
1753,Asia (total),,Asia,4498460442,deaths,7135.0,2020-27,2.96901577155183,56215.0,"Epidemic intelligence, national weekly data"
1754,Asia (total),,Asia,4498460442,deaths,7877.0,2020-28,3.33714171627254,64092.0,"Epidemic intelligence, national weekly data"
1755,Asia (total),,Asia,4498460442,deaths,9346.0,2020-29,3.82864320406088,73438.0,"Epidemic intelligence, national weekly data"
1756,Asia (total),,Asia,4498460442,deaths,9778.0,2020-30,4.25123222635199,83216.0,"Epidemic intelligence, national weekly data"
1757,Asia (total),,Asia,4498460442,deaths,9444.0,2020-31,4.27301745738015,92660.0,"Epidemic intelligence, national weekly data"
1758,Asia (total),,Asia,4498460442,deaths,10111.0,2020-32,4.34704278322072,102771.0,"Epidemic intelligence, national weekly data"
1759,Asia (total),,Asia,4498460442,deaths,10161.0,2020-33,4.50643064696755,112932.0,"Epidemic intelligence, national weekly data"
1760,Asia (total),,Asia,4498460442,deaths,9898.0,2020-34,4.45908111422268,122830.0,"Epidemic intelligence, national weekly data"
1761,Asia (total),,Asia,4498460442,deaths,10714.0,2020-35,4.58201206073871,133544.0,"Epidemic intelligence, national weekly data"
1762,Asia (total),,Asia,4498460442,deaths,10693.0,2020-36,4.75873918999775,144237.0,"Epidemic intelligence, national weekly data"
1763,Asia (total),,Asia,4498460442,deaths,11783.0,2020-37,4.99637604682531,156020.0,"Epidemic intelligence, national weekly data"
1764,Asia (total),,Asia,4498460442,deaths,12466.0,2020-38,5.39051088981433,168486.0,"Epidemic intelligence, national weekly data"
1765,Asia (total),,Asia,4498460442,deaths,11843.0,2020-39,5.40384878636219,180329.0,"Epidemic intelligence, national weekly data"
1766,Asia (total),,Asia,4498460442,deaths,11487.0,2020-40,5.1862187743564,191816.0,"Epidemic intelligence, national weekly data"
1767,Asia (total),,Asia,4498460442,deaths,11236.0,2020-41,5.0512837209473,203052.0,"Epidemic intelligence, national weekly data"
1768,Asia (total),,Asia,4498460442,deaths,10248.0,2020-42,4.77585615723416,213300.0,"Epidemic intelligence, national weekly data"
1769,Asia (total),,Asia,4498460442,deaths,9671.0,2020-43,4.42795935561102,222971.0,"Epidemic intelligence, national weekly data"
1770,Asia (total),,Asia,4498460442,deaths,9066.0,2020-44,4.16520279361834,232037.0,"Epidemic intelligence, national weekly data"
1771,Asia (total),,Asia,4498460442,deaths,9992.0,2020-45,4.23656054014935,242029.0,"Epidemic intelligence, national weekly data"
1772,Asia (total),,Asia,4498460442,deaths,9729.0,2020-46,4.38394429700311,251758.0,"Epidemic intelligence, national weekly data"
1773,Asia (total),,Asia,4498460442,deaths,10501.0,2020-47,4.49709411938406,262259.0,"Epidemic intelligence, national weekly data"
1774,Asia (total),,Asia,4498460442,deaths,10111.0,2020-48,4.58201206073871,272370.0,"Epidemic intelligence, national weekly data"
1775,Asia (total),,Asia,4498460442,deaths,9407.0,2020-49,4.33881774701621,281777.0,"Epidemic intelligence, national weekly data"
1776,Asia (total),,Asia,4498460442,deaths,8353.0,2020-50,3.94801737816415,290130.0,"Epidemic intelligence, national weekly data"
1777,Asia (total),,Asia,4498460442,deaths,7698.0,2020-51,3.56810962482617,297828.0,"Epidemic intelligence, national weekly data"
1778,Asia (total),,Asia,4498460442,deaths,7252.0,2020-52,3.32335922317309,305080.0,"Epidemic intelligence, national weekly data"
1779,Asia (total),,Asia,4498460442,deaths,6454.0,2020-53,3.04682016808096,311534.0,"Epidemic intelligence, national weekly data"
1780,Asia (total),,Asia,4498460442,deaths,6120.0,2021-01,2.79517851987816,317654.0,"Epidemic intelligence, national weekly data"
1781,Asia (total),,Asia,4498460442,deaths,6640.0,2021-02,2.8365259991765,324294.0,"Epidemic intelligence, national weekly data"
1782,Asia (total),,Asia,4498460442,deaths,6513.0,2021-03,2.92388922156493,330807.0,"Epidemic intelligence, national weekly data"
1783,Asia (total),,Asia,4498460442,deaths,7221.0,2021-04,3.05304451980329,338028.0,"Epidemic intelligence, national weekly data"
1784,Asia (total),,Asia,4498460442,deaths,5849.0,2021-05,2.90543846467373,343877.0,"Epidemic intelligence, national weekly data"
1785,Asia (total),,Asia,4498460442,deaths,5374.0,2021-06,2.49485354927569,349251.0,"Epidemic intelligence, national weekly data"
1786,Asia (total),,Asia,4498460442,deaths,5113.0,2021-07,2.33124201828871,354364.0,"Epidemic intelligence, national weekly data"
1787,Asia (total),,Asia,4498460442,deaths,6149.0,2021-08,2.5035231820318,360513.0,"Epidemic intelligence, national weekly data"
1788,Asia (total),,Asia,4498460442,deaths,5238.0,2021-09,2.53131046650649,365751.0,"Epidemic intelligence, national weekly data"
1789,Asia (total),,Asia,4498460442,deaths,5286.0,2021-10,2.33946705449322,371037.0,"Epidemic intelligence, national weekly data"
1790,Asia (total),,Asia,4498460442,deaths,5783.0,2021-11,2.46061961480287,376820.0,"Epidemic intelligence, national weekly data"
1791,Asia (total),,Asia,4498460442,deaths,6185.0,2021-12,2.66046576474485,383005.0,"Epidemic intelligence, national weekly data"
1792,Asia (total),,Asia,4498460442,deaths,7692.0,2021-13,3.08483317324234,390697.0,"Epidemic intelligence, national weekly data"
1793,Asia (total),,Asia,4498460442,deaths,13050.0,2021-14,4.61091083659239,403747.0,"Epidemic intelligence, national weekly data"
1794,Asia (total),,Asia,4498460442,deaths,16874.0,2021-15,6.65205360496532,420621.0,"Epidemic intelligence, national weekly data"
1795,Asia (total),,Asia,4498460442,deaths,25150.0,2021-16,9.34186274211545,445771.0,"Epidemic intelligence, national weekly data"
1796,Asia (total),,Asia,4498460442,deaths,32080.0,2021-17,12.7221303238927,477851.0,"Epidemic intelligence, national weekly data"
1797,Asia (total),,Asia,4498460442,deaths,35786.0,2021-18,15.0864947852753,513637.0,"Epidemic intelligence, national weekly data"
1798,Asia (total),,Asia,4498460442,deaths,36968.0,2021-19,16.1730887573736,550605.0,"Epidemic intelligence, national weekly data"
1799,Asia (total),,Asia,4498460442,deaths,36702.0,2021-20,16.3767139780041,587307.0,"Epidemic intelligence, national weekly data"
1800,Asia (total),,Asia,4498460442,deaths,36948.0,2021-21,16.3722680124882,624255.0,"Epidemic intelligence, national weekly data"
1801,Asia (total),,Asia,4498460442,deaths,28040.0,2021-22,14.44672034753,652295.0,"Epidemic intelligence, national weekly data"
9382,Europe (total),,Europe,628503810,cases,0.0,2020-01,,0.0,"Epidemic intelligence, national weekly data"
9383,Europe (total),,Europe,628503810,cases,0.0,2020-02,0.0,0.0,"Epidemic intelligence, national weekly data"
9384,Europe (total),,Europe,628503810,cases,0.0,2020-03,0.0,0.0,"Epidemic intelligence, national weekly data"
9385,Europe (total),,Europe,628503810,cases,3.0,2020-04,0.0004773240754101,3.0,"Epidemic intelligence, national weekly data"
9386,Europe (total),,Europe,628503810,cases,21.0,2020-05,0.0038185926032811,24.0,"Epidemic intelligence, national weekly data"
9387,Europe (total),,Europe,628503810,cases,17.0,2020-06,0.0060461049551951,41.0,"Epidemic intelligence, national weekly data"
9388,Europe (total),,Europe,628503810,cases,5.0,2020-07,0.0035003765530076,46.0,"Epidemic intelligence, national weekly data"
9389,Europe (total),,Europe,628503810,cases,473.0,2020-08,0.0760536360153489,519.0,"Epidemic intelligence, national weekly data"
9390,Europe (total),,Europe,628503810,cases,1772.0,2020-09,0.357197516431921,2291.0,"Epidemic intelligence, national weekly data"
9391,Europe (total),,Europe,706349658,cases,11010.0,2020-10,1.80958535977659,13301.0,"Epidemic intelligence, national weekly data"
9392,Europe (total),,Europe,850279301,cases,47016.0,2020-11,6.82434582751298,60317.0,"Epidemic intelligence, national weekly data"
9393,Europe (total),,Europe,851192161,cases,128124.0,2020-12,20.5758473849479,188441.0,"Epidemic intelligence, national weekly data"
9394,Europe (total),,Europe,851192161,cases,227616.0,2020-13,41.7931480456855,416057.0,"Epidemic intelligence, national weekly data"
9395,Europe (total),,Europe,851192161,cases,255887.0,2020-14,56.8030372168806,671944.0,"Epidemic intelligence, national weekly data"
9396,Europe (total),,Europe,851192161,cases,245734.0,2020-15,58.931581255481,917678.0,"Epidemic intelligence, national weekly data"
9397,Europe (total),,Europe,851192161,cases,221354.0,2020-16,54.8745655095383,1139032.0,"Epidemic intelligence, national weekly data"
9398,Europe (total),,Europe,851192161,cases,201761.0,2020-17,49.708516993732,1340793.0,"Epidemic intelligence, national weekly data"
9399,Europe (total),,Europe,851192161,cases,172370.0,2020-18,43.9537647480755,1513163.0,"Epidemic intelligence, national weekly data"
9400,Europe (total),,Europe,851192161,cases,176028.0,2020-19,40.9305931096327,1689191.0,"Epidemic intelligence, national weekly data"
9401,Europe (total),,Europe,851192161,cases,152450.0,2020-20,38.5903459935647,1841641.0,"Epidemic intelligence, national weekly data"
9402,Europe (total),,Europe,851192161,cases,130498.0,2020-21,33.2413775601019,1972139.0,"Epidemic intelligence, national weekly data"
9403,Europe (total),,Europe,851192161,cases,125950.0,2020-22,30.1280970091077,2098089.0,"Epidemic intelligence, national weekly data"
9404,Europe (total),,Europe,851192161,cases,119694.0,2020-23,28.8588184025816,2217783.0,"Epidemic intelligence, national weekly data"
9405,Europe (total),,Europe,851192161,cases,124403.0,2020-24,28.6770733077745,2342186.0,"Epidemic intelligence, national weekly data"
9406,Europe (total),,Europe,851192161,cases,122652.0,2020-25,29.0245859066364,2464838.0,"Epidemic intelligence, national weekly data"
9407,Europe (total),,Europe,851192161,cases,117774.0,2020-26,28.2457958397481,2582612.0,"Epidemic intelligence, national weekly data"
9408,Europe (total),,Europe,851192161,cases,110090.0,2020-27,26.7699833762919,2692702.0,"Epidemic intelligence, national weekly data"
9409,Europe (total),,Europe,851192161,cases,108332.0,2020-28,25.6607156418585,2801034.0,"Epidemic intelligence, national weekly data"
9410,Europe (total),,Europe,851192161,cases,112886.0,2020-29,25.9891961105596,2913920.0,"Epidemic intelligence, national weekly data"
9411,Europe (total),,Europe,851192161,cases,123704.0,2020-30,27.7951337947061,3037624.0,"Epidemic intelligence, national weekly data"
9412,Europe (total),,Europe,851192161,cases,174728.0,2020-31,35.060473260162,3212352.0,"Epidemic intelligence, national weekly data"
9413,Europe (total),,Europe,851192161,cases,199073.0,2020-32,43.9149955940442,3411425.0,"Epidemic intelligence, national weekly data"
9414,Europe (total),,Europe,851192161,cases,225912.0,2020-33,49.9282088665758,3637337.0,"Epidemic intelligence, national weekly data"
9415,Europe (total),,Europe,851192161,cases,244830.0,2020-34,55.3038457787207,3882167.0,"Epidemic intelligence, national weekly data"
9416,Europe (total),,Europe,851192161,cases,273430.0,2020-35,60.8863689946506,4155597.0,"Epidemic intelligence, national weekly data"
9417,Europe (total),,Europe,851192161,cases,305673.0,2020-36,68.0343436574482,4461270.0,"Epidemic intelligence, national weekly data"
9418,Europe (total),,Europe,851192161,cases,354103.0,2020-37,77.5119920306691,4815373.0,"Epidemic intelligence, national weekly data"
